,shape_area,binomial
674,195594713.06700176,Hipposideros cervinus
675,1724315386141.2842,Macaca thibetana
676,1250776918753.029,Acinonyx jubatus
677,49061138028.55662,Acinonyx jubatus
678,535026010074.6997,Acinonyx jubatus
679,588518414323.9619,Acinonyx jubatus
680,31686225712.707184,Acinonyx jubatus
681,3908357371.4396176,Mastacomys fuscus
682,27845398108.057064,Acinonyx jubatus
683,302652156.491902,Microtus pennsylvanicus
684,293602430.08551455,Hesperoptenus blanfordi
685,5882982601033.802,Heterohyrax brucei
686,242255884.475634,Hipposideros cervinus
687,137902188864.95816,Acinonyx jubatus
688,18338598197.790684,Acinonyx jubatus
689,141032262437.86194,Acinonyx jubatus
690,120936453.03676027,Heterohyrax brucei
691,131785867359.2233,Hipposideros cervinus
692,143904641808.82584,Acinonyx jubatus
693,1786116575.73305,Acinonyx jubatus
694,739081446111.5319,Hipposideros cervinus
695,2117573629756.463,Macroglossus sobrinus
696,33026866124.637936,Acinonyx jubatus
697,2842805379.5458817,Acinonyx jubatus
698,142121450375.11044,Acinonyx jubatus
699,3288981.632154589,Macroglossus sobrinus
700,10026626425.272278,Acinonyx jubatus
701,4164646925.3329325,Acinonyx jubatus
702,4794368359115.442,Pteropus giganteus
703,106222715349.79564,Acomys ignitus
704,14102282.933301684,Hipposideros cervinus
705,50973033.566482276,Hipposideros cervinus
706,31281316.734516233,Hipposideros cervinus
707,648312.1506512598,Hipposideros cervinus
708,495538879050.50604,Aethomys chrysophilus
709,3328716034.0090714,Marmota marmota
710,1559188.8554628831,Hipposideros cervinus
711,1418233.4192688547,Hipposideros cervinus
712,78655288944.92763,Maxomys baeodon
713,40115259856.75818,Abrothrix sanborni
714,70426520712.78723,Akodon torques
715,1052438822762.1704,Allactaga euphratica
716,11088819651112.857,Allactaga sibirica
717,300512109.153034,Megadontomys thomasi
718,504106308374.0676,Paramelomys platyops
719,487201663012.31354,Aplodontia rufa
720,23207682.274025116,Microcebus gerpi
721,728153063639.6729,Apodemus latronum
722,4512408489.96437,Apomys hylocetes
723,335443286.5494325,Artibeus lituratus
724,371892271.6327523,Artibeus lituratus
725,325884328.2405258,Artibeus lituratus
726,274419412.31981665,Bettongia lesueur
727,5050291957.8294935,Artibeus lituratus
728,868528067745.8566,Atelerix frontalis
729,57708075.87822152,Bettongia lesueur
730,59400510.429198675,Bettongia lesueur
731,116828575.90814918,Bettongia lesueur
732,14592438.02332663,Hipposideros cervinus
733,12354593.77531262,Bettongia lesueur
734,722191380.1152887,Bettongia lesueur
735,15932463696.95528,Bathyergus janetta
736,4799279873.057335,Biswamoyopterus biswasi
737,190662502288.60428,Blanfordimys bucharensis
738,9821018.341146234,Hipposideros cervinus
739,611281555027.6388,Blanfordimys afghanus
740,98222877.53020148,Hipposideros cervinus
741,53835144.975113705,Hipposideros cervinus
742,19730113.467078764,Hipposideros cervinus
743,632021451.5788169,Hipposideros cervinus
744,21817295505.03559,Cacajao calvus
745,359755134930.3753,Crocidura grassei
746,335508595.98101985,Carollia perspicillata
747,141268246996.97357,Cacajao calvus
748,178957073549.7301,Callosciurus phayrei
749,610312428006.8229,Calomyscus baluchi
750,5050330506.467213,Carollia perspicillata
751,3002811312854.8735,Cephalophus dorsalis
752,617694398829.5442,Cephalophus dorsalis
753,3175523873.314685,Cephalophus dorsalis
754,290804683216.5215,Cercocebus torquatus
755,191055734365.3078,Caluromysiops irrupta
756,2783372637.6434546,Carpomys melanurus
757,55422831896.31312,Cercopithecus erythrotis
758,41495764662.67335,Capra aegagrus
759,2522396144.18269,Capra aegagrus
760,40651444847.796646,Capra cylindricornis
761,19710481798456.2,Caracal caracal
762,15683520510.567339,Chaerephon jobensis
763,1960274287.3583477,Dendrohyrax dorsalis
764,17571992852.825676,Chaerephon jobensis
765,347862497.6804634,Melomys cervinipes
766,1280590932546.1824,Menetes berdmorei
767,2275753102.4026937,Chaerephon jobensis
768,504003626769.15533,Chaetodipus formosus
769,175359158642.37482,Chinchillula sahamae
770,654381535.2259421,Chiroderma improvisum
771,947829921.7203913,Chiroderma improvisum
772,112284288.8424806,Chiroderma improvisum
773,334347547.0777299,Congosorex polli
774,150052725012.6617,Cricetulus kamensis
775,916277162.3964639,Crocidura phaeura
776,22514203302.163765,Crocidura macmillani
777,10447591.659002632,Cryptochloris wintoni
778,792946843551.9889,Fukomys ochraceocinereus
779,2861498888.512922,Ctenomys bonettoi
780,81505685880.69759,Ctenomys talarum
781,71201429861.28897,Dasyprocta kalinowskii
782,450936063397.5704,Dasypus sabanicola
783,3684597854401.343,Desmodilliscus braueri
784,34916475074.5775,Emballonura dianae
785,170866574035.14514,Hipposideros cervinus
786,433490141433.9427,Hipposideros cervinus
787,456626599.36394614,Dobsonia beauforti
788,392507252.15841615,Eulemur fulvus
789,2541804548.0939007,Dobsonia beauforti
790,151177138.8681197,Dobsonia beauforti
791,1644220619.1616678,Dobsonia beauforti
792,410637149.71225035,Pteropus rayneri
793,1641568528.9037645,Hipposideros cervinus
794,3164362443.1552396,Dobsonia beauforti
795,63059028.174908735,Dobsonia beauforti
796,5808324.689880897,Hipposideros cervinus
797,23254378719.35447,Hipposideros durgadasi
798,2040566397.4297485,Dobsonia beauforti
799,3921672547.0224285,Pteropus rayneri
800,458997034000.61646,Dremomys lokriah
801,278380153.74153984,Callistomys pictus
802,4997886439.331649,Callistomys pictus
803,129290789047.60088,Elephantulus revoilii
804,22301834819.52371,Elephas maximus
805,5653654792.413113,Emballonura dianae
806,3966659075.940928,Emballonura dianae
807,302594471051.8677,Moschus leucogaster
808,7098856438.046271,Emballonura dianae
809,708710216.8014424,Emballonura dianae
810,3926056649.7892513,Emballonura dianae
811,9329313629.519783,Equus zebra
812,451091350006.7522,Myodes shanseius
813,118848278.47552286,Diomys crumpi
814,406857927675.5962,Epomophorus angolensis
815,4576487658789.723,Epomops franqueti
816,616157696192.4867,Funisciurus lemniscatus
817,2867269625426.173,Vespadelus baverstocki
818,943501338265.323,Eptesicus floweri
819,641231821131.9867,Eptesicus floweri
820,1430663905.8489525,Eptesicus tatei
821,109999031863.31628,Equus zebra
822,2860995819620.9873,Hipposideros pratti
823,528648481804.2535,Hipposideros stenotis
824,52347462511.117836,Eulemur fulvus
825,118035095.4329723,Eulemur fulvus
826,394937330030.6769,Hybomys trivirgatus
827,1623582841443.869,Hylopetes alboniger
828,484885992.75518167,Eulemur fulvus
829,57127287.6394596,Emballonura semicaudata
830,271421073.73077774,Kadarsanomys sodyi
831,509623476378.25275,Heteromys pictus
832,252515829968.4121,Nanger granti
833,47439043313.26354,Kerivoula whiteheadi
834,114388792017.13458,Kerivoula whiteheadi
835,330067958433.142,Geomys pinetis
836,387775060646.8299,Nanger granti
837,815664118060.0026,Iomys horsfieldii
838,95470824684.25291,Euoticus pallidus
839,1836420308.9541671,Euoticus pallidus
840,2217484487663.9976,Felis margarita
841,16647784549.205795,Felis margarita
842,120246143984.06989,Felis margarita
843,3170285544498.8345,Felis margarita
844,419482113121.1206,Felis margarita
845,42800287284.76086,Nanger granti
846,59357669838.81763,Nanger granti
847,27202980.523555275,Emballonura semicaudata
848,75274128735.19572,Felis margarita
849,2043204512.081898,Felis margarita
850,50484902364.67863,Nanger granti
851,3500006599297.1836,Gazella bennettii
852,102414461869.87274,Genetta cristata
853,55688219830.334755,Gerbillurus setzeri
854,562801454.2234663,Gerbillus muriculus
855,453774715.05010515,Rhinolophus borneensis
856,739081697763.2634,Rhinolophus borneensis
857,175257169127.8104,Gerbillus rosalinda
858,23287654762.640224,Grammomys dryas
859,56090393626.94325,Gerbillus famulus
860,999418521.971669,Gerbillus hesperinus
861,21285071806.76462,Hapalemur griseus
862,2987941531489.8604,Heliosciurus rufobrachium
863,862733038.3354396,Hapalemur griseus
864,141745744587.26434,Heliosciurus ruwenzorii
865,3224988849.399071,Hemibelideus lemuroides
866,1374272622.254216,Heteromys oresterus
867,256431691262.89844,Hippocamelus bisulcus
868,422607754.8064326,Hippocamelus bisulcus
869,1432662112.680647,Hippocamelus bisulcus
870,1243742226.7069156,Hippocamelus bisulcus
871,1690037712.0954266,Hippocamelus bisulcus
872,2370142801.236977,Hippocamelus bisulcus
873,1220354669.4681458,Rhinolophus borneensis
874,38075296365.456314,Hipposideros armiger
875,688899516.9269977,Kerivoula whiteheadi
876,7257969757.0773945,Ichthyomys tweedii
877,897962348.7067487,Hipposideros armiger
878,370796560.50941473,Hipposideros armiger
879,293602430.08551455,Hipposideros armiger
880,64600.88854729575,Leporillus conditor
881,43057967655.68178,Hipposideros armiger
882,11270927884.211035,Hipposideros camerunensis
883,3468646368.9497175,Hipposideros demissus
884,1317937600682.7324,Hipposideros jonesi
885,291860948360.34247,Hylomyscus carillus
886,5679009019.299891,Ichthyomys pittieri
887,1980285922770.1292,Laephotis wintoni
888,2248537524740.1187,Lagidium viscacia
889,632740178199.2974,Lutra lutra
890,11443254201.108578,Phoniscus atrox
891,11731321021.873539,Phoniscus atrox
892,113715017541.20387,Kobus megaceros
893,4558835703.469724,Kerivoula papillosa
894,27991662058791.418,Apodemus agrarius
895,2365537917636.9785,Apodemus draco
896,56548678727.346565,Kerivoula papillosa
897,888532284.6751981,Kerivoula papillosa
898,14038868.293389004,Leporillus conditor
899,18368546902.805412,Kerivoula papillosa
900,1194.7364182048675,Leporillus conditor
901,3413894.429052016,Leporillus conditor
902,3224799.960647269,Leporillus conditor
903,390928844423.96515,Marmota marmota
904,46755619.1841411,Hipposideros ater
905,122025032.62125768,Lepus flavigularis
906,787970565.513118,Maxomys wattsi
907,11621853740.08228,Macaca nemestrina
908,3432409791723.293,Marmota sibirica
909,68550141079.54692,Menetes berdmorei
910,300824760173.52673,Meriones arimalius
911,11790740375923.523,Meriones libycus
912,3680210864412.39,Makalata didelphoides
913,9049073796499.795,Mesophylla macconnelli
914,1571176334253.9167,Mastomys coucha
915,3558342592.4010262,Maxomys rajah
916,433487752992.2754,Maxomys rajah
917,1439987106.3746808,Meriones dahli
918,803126262.6291927,Pipistrellus tenuis
919,54105203102.765114,Mazama rufina
920,104103203723.11484,Mormopterus norfolkensis
921,2948275387.9149055,Mustela nigripes
922,40950413354.05417,Myotis capaccinii
923,1198190094859.8313,Myotis austroriparius
924,1883941473222.74,Myotis levis
925,3945376177.3899317,Neotoma angustapalata
926,2329458727344.765,Neotoma mexicana
927,253145117463.51904,Niviventer rapit
928,6333774284565.461,Scotorepens balstoni
929,24818268031.59275,Peromyscus hooperi
930,301265976305.516,Peroryctes raffrayana
931,456870734.20839316,Phalanger orientalis
932,286337614.96785563,Pteropus hypomelanus
933,1430410145524.152,Meriones tristrami
934,337253282.7760681,Phalanger orientalis
935,5153497.859879673,Mesembriomys macrurus
936,22530626.44840514,Mesembriomys macrurus
937,32732725.69363384,Mesembriomys macrurus
938,9362325.151683426,Mesembriomys macrurus
939,30904034178.395973,Microtus nasarovi
940,86615980.00828056,Pipistrellus tenuis
941,100734392202.66216,Microgale principula
942,9111050918.768877,Neonycteris pusilla
943,290623493.2783474,Micropotamogale lamottei
944,1347135091.70193,Microtus abbreviatus
945,177214250.59808716,Rhinolophus borneensis
946,607646962.2143257,Phalanger orientalis
947,3926071768.369157,Phalanger orientalis
948,99551936.95012297,Phalanger orientalis
949,117397902.71417674,Rhinolophus borneensis
950,7460446.417251703,Rhinolophus borneensis
951,24443897.34596968,Rhinolophus borneensis
952,49488235.4526416,Phalanger orientalis
953,62409099.31842426,Rhinolophus borneensis
954,21127449.902654286,Rhinolophus borneensis
955,1431114188.5249736,Mogera tokudae
956,1408803080290.8936,Phascolarctos cinereus
957,512296473.41610235,Monodelphis unistriata
958,2009245425826.9187,Mus pahari
959,13389793143.70469,Mustela lutreolina
960,1643990869.0922303,Myoictis melas
961,456870734.20839316,Myoictis melas
962,2276063289.4124207,Myoictis melas
963,8227968.121930444,Pteropus hypomelanus
964,3163966856.4841504,Myoictis melas
965,1930949211333.885,Myopterus whitleyi
966,244537265.10893163,Pteropus hypomelanus
967,663623523.9007475,Murina ussuriensis
968,1341595104788.0898,Myospalax aspalax
969,5495358924876.285,Myotis bechsteinii
970,1818577460.9191852,Myotis bechsteinii
971,15939625995.377586,Myotis bechsteinii
972,84272905907.068,Myotis bechsteinii
973,1213195301.802906,Myotis insularum
974,581980883359.977,Myotis macrodactylus
975,135498765643.6131,Myotis macrodactylus
976,355816441272.8745,Myotis macrodactylus
977,27089087371.688488,Pogonomelomys bruijnii
978,46685408609.054146,Myotis bechsteinii
979,13505804768824.145,Myotis nattereri
980,13867474323.342731,Myotis nattereri
981,7056873722.747865,Myotis nattereri
982,1962851993970.3706,Myotis altarium
983,56244586.10244618,Myotis findleyi
984,259256267.39159083,Myotis findleyi
985,41027728151.779785,Pipistrellus kuhlii
986,145280939.99953568,Myotis findleyi
987,1727918338059.5598,Myotis formosus
988,23987591.73238984,Chilonatalus micropus
989,4738179047.565305,Myotis formosus
990,47243168265.5634,Mops mops
991,664305110.482655,Myotis formosus
992,155502746628.635,Neofiber alleni
993,43058197893.923,Prionailurus bengalensis
994,43057991026.91298,Myotis formosus
995,370313102.77520347,Myotis formosus
996,137101526242.50865,Mops mops
997,664305110.482655,Myotis macrodactylus
998,1431114188.5249736,Myotis macrodactylus
999,319056406.81376714,Myotis macrodactylus
1000,7782464863.507048,Myotis vivesi
1001,240079386117.71246,Niviventer andersoni
1002,2749139429.1006103,Nannospalax xanthodon
1003,3582150670.1645513,Propithecus edwardsi
1004,65911977.494522326,Propithecus perrieri
1005,12272622138.100105,Chilonatalus micropus
1006,441568170.6261349,Pipistrellus endoi
1007,5072284.859358214,Pteropus hypomelanus
1008,4285088420733.8696,Mormoops megalophylla
1009,119770902981.48253,Nesomys rufus
1010,577558420.9879581,Nesoryzomys swarthi
1011,15067645138.873459,Neusticomys peruviensis
1012,2440355997.3419957,Notomys aquilo
1013,134077023.37138475,Notomys aquilo
1014,999576125.7400513,Nyctimene robinsoni
1015,136736057442.43347,Nyctinomops laticaudatus
1016,5050330506.467213,Nyctinomops laticaudatus
1017,52932589.059056535,Pipistrellus papuanus
1018,35895424665.71243,Pipistrellus papuanus
1019,62474130613.38128,Ochotona iliensis
1020,2835431251087.0767,Oligoryzomys microtis
1021,67572497.901187,Pteropus hypomelanus
1022,24130623008.278275,Oryx leucoryx
1023,131224704206.56439,Rhinolophus creaghi
1024,875408276906.5782,Oryx beisa
1025,190110231024.26407,Oryx beisa
1026,134168616988.37303,Petrogale lateralis
1027,43988490290.79622,Oryx beisa
1028,15598251090.395874,Ovis canadensis
1029,404468363296.7817,Nephelomys albigularis
1030,5423493087592.903,Hylaeamys yunganus
1031,8002571406.257521,Ovis canadensis
1032,1371021264.3672938,Ovis canadensis
1033,1537298295.1590867,Ovis canadensis
1034,1453221054.9627056,Ovis canadensis
1035,1573271272.0147493,Ovis canadensis
1036,225254875225.9836,Genetta piscivora
1037,10915732710.47852,Otomys occidentalis
1038,409900132478.3981,Otomys typus
1039,4244057585.1452847,Ovis canadensis
1040,1512370504345.541,Elephantulus rufescens
1041,80651939918.13443,Ovis canadensis
1042,227112767416.16476,Parahydromys asper
1043,274419412.3198167,Petrogale lateralis
1044,338024618.0952813,Prionailurus bengalensis
1045,128870309384.51353,Prionailurus bengalensis
1046,11904700109.544037,Prionailurus bengalensis
1047,10823689.667191364,Procapra przewalskii
1048,468032560.94481635,Procapra przewalskii
1049,898778651675.9475,Parotomys brantsii
1050,14464382.6827974,Petrogale lateralis
1051,1718698.9696287897,Petrogale lateralis
1052,1044583.3370509996,Petrogale lateralis
1053,110690893.47009447,Peromyscus mekisturus
1054,53748594.408983774,Peromyscus stephani
1055,5163386915242.139,Peropteryx leucoptera
1056,298173454.2785779,Petaurillus emiliae
1057,881035387.0772256,Petaurillus emiliae
1058,853723934602.5367,Petinomys genibarbis
1059,18466350573.719604,Petrogale burbidgei
1060,14404064.370419256,Petrogale lateralis
1061,661975257.3092868,Procapra przewalskii
1062,45875758.046805404,Procapra przewalskii
1063,1753469038.158379,Phalanger gymnotis
1064,2722420774.5892406,Praomys minor
1065,2040859937.9336858,Phalanger gymnotis
1066,2074567627.556044,Phaner parienti
1067,4738199796.30119,Pipistrellus tenuis
1068,2276060536.9915085,Phalanger gymnotis
1069,1565600060.1207504,Phloeomys cumingi
1070,17831473271.596992,Phloeomys cumingi
1071,5591083828.962189,Pipistrellus tenuis
1072,114382803201.5155,Pipistrellus tenuis
1073,96480880516.86105,Pipistrellus tenuis
1074,4726074712.522867,Praomys minor
1075,62067378597.5941,Presbytis hosei
1076,632011899.1296891,Presbytis potenziani
1077,906520114.7271577,Presbytis potenziani
1078,4619207682.460952,Pipistrellus tenuis
