"","Range_size"
"41378",38079811681.6932
"41379",23699206429.8506
"4138",745835020891.764
"41380",24423893950.7102
"41381",167610650715.179
"41382",424218627228.998
"41383",671226317978.677
"41384",492328796.937552
"41385",4533841871730.39
"41386",379195761348.554
"41387",35570123225.3418
"41388",585015010251.358
"41389",207238101183.596
"4139",3572521660852.53
"41390",47183820667.734
"41391",447577753698.556
"41392",11571923428162.9
"41393",8192141480555.19
"41394",334231151076.11
"41395",30452150539.7545
"41396",1508616008001.79
"41398",1136758485981.32
"41399",1160249701513.92
"4140",59693100335.7468
"41400",6985242531438.67
"41401",1643808718533.39
"41402",3090756203.70525
"41403",1800350217597.24
"41404",457958388049.166
"41405",4521918951882.42
"41406",997639341494.605
"41408",194177976481.833
"41409",58283930349.3733
"4141",1031856966565.64
"41410",6242380900282.44
"41411",27733294091.1593
"41412",121493777488.234
"41413",670326555557.996
"41414",9303837837022.07
"41415",412610262274.751
"41416",87917992243.1475
"41417",27674377636.2754
"41418",143305118340.946
"41419",65722258964.922
"4142",872151170574.504
"41420",261560989670.111
"41421",377575969408.708
"41422",15993121855878.7
"41423",1412342536105.48
"41424",1194028933123.41
"41425",992058430253.562
"41426",63024279232.2419
"41427",90682591339.5093
"41428",315602345456.484
"41429",12808650218.8047
"4143",6383787672234.88
"41430",424311768288.683
"41431",15923825482.3656
"41432",236569001284.409
"41433",375510082941.475
"41434",136320849406.148
"41435",583107831338.151
"41436",48110619739.6748
"41437",131972950361.239
"41438",1437689020525.05
"41439",417822780840.059
"4144",897289182924.264
"41440",9425444586800.65
"41441",1280661075348.93
"41442",2013476896926.78
"41443",29983028544.547
"41444",970551370764.13
"41445",19484821069.2598
"41446",4240285395880.25
"41447",80622628681.7913
"41448",1820728814264.58
"41449",434028615629.225
"4145",761614567579.489
"41450",1189018753678.13
"41451",4106919949850.89
"41452",866209842038.424
"41453",727831720166.861
"41454",150206001937.851
"41455",555411867194.004
"41456",2165720111680.05
"41458",3486994173506.85
"41459",114257542044.769
"4146",3193058950262.2
"41460",668553019947.037
"41461",267778545470.178
"41462",38881711214.0465
"41463",759941978231.305
"41465",148182772465.722
"41466",892370931452.862
"41467",138836766700.452
"41468",221364522246.783
"41469",831948618940.651
"41470",373607968769.737
"41471",3460699824835.94
"41472",345005270532.346
"41473",327075367549.307
"41474",351190271330.666
"41475",116640445949.752
"41476",1175677186651.78
"41477",892175949802.915
"41478",3199817538539.47
"41479",243454235776.837
"4148",504344055975.586
"41480",113299534995.531
"41481",6445070858745.69
"41482",584619187935.514
"41483",476374125591.052
"41484",98028912357.3587
"41485",51887246383.5616
"41486",4138165576.13949
"41487",765422426306.049
"41488",38974946033.5307
"41489",286809074601.897
"4149",2928977478401.18
"41490",204367539816.502
"41491",348900267084.736
"41492",2980207679051.5
"41493",506858081104.657
"41495",643734653387.681
"41496",248043793559.553
"41497",1264126168642.23
"41498",179714313702.894
"41499",154832833801.593
"4150",6162598452237.11
"41500",411411030937.006
"41501",960284495913.367
"41502",1410929428323.21
"41503",1642743892901.38
"41504",19273000829799
"41506",180934661827.396
"41507",62779681861.7399
"41508",314283026685.585
"41509",102873958865.666
"4151",6572388585.527
"41510",144138803719.751
"41511",125034953503.102
"41512",16450348798.5086
"41513",2231237854648.93
"41514",36293793794.3184
"41515",281939807760.865
"41516",85125442901.8512
"41517",142489183426.745
"41518",943369790313.892
"41519",1309807484091.29
"4152",1484365373674.21
"41520",137206255125.174
"41521",63580259817.6046
"41522",75237557239.7937
"41523",380754739975.542
"41524",286447292731.048
"41525",863250670771.204
"41526",589295457996.99
"41527",7826267288351.54
"41528",9326435080.24313
"41529",2168997105326.7
"4153",59057423423.7945
"41530",5432496695638.79
"41531",3883902086067.6
"41532",1737395754127.45
"41533",5499879494180.39
"41534",170230896246.138
"41535",1677207421865.25
"41536",1373871995254.01
"41537",4419827816015.32
"41538",876710439430.591
"41539",3162911566179.55
"4154",354885072824.847
"41540",492727889875.963
"41542",1548698791750.9
"41543",752044697749.503
"41544",1016997305419.36
"41545",3064210801580.09
"41546",341402344224.534
"41547",2437475986380.23
"41548",163767898966.16
"41549",417328020225.822
"41550",6539926124.91588
"41551",776067511546.022
"41552",73487244935.3975
"41553",231557990143.62
"41554",21123429303.3527
"41555",31741403093.9215
"41556",944033500382.556
"41557",210384501843.946
"41558",243777838254.416
"41559",92127776340.6992
"41560",14740990589.1895
"41561",119557517371.04
"41562",247897850968.715
"41563",913300401009.308
"41564",234316838803.74
"41565",152853180346.869
"41566",221340268950.132
"41567",65148396229.2414
"41570",486656063850.592
"41571",4135173213.32761
"41572",691150147.201548
"41573",546444861.883921
"41576",40527920.7244872
"41579",779721158.860399
"41580",22441861099.3596
"41583",29585793864.2457
"41584",6375189440.89118
"41586",15552829337.9776
"41587",1611406585901.09
"41588",8676247293069.56
"41589",6021747816590.42
"41590",14049574288632.7
"41591",1497517789973.78
"41592",2110590774225.94
"41593",1412932502703.17
"41594",602126502766.824
"41595",492155149240.889
"41596",515163284959.268
"41597",2252374387481.74
"41598",487964895664.014
"41599",218032509214.588
"41600",770354787488.136
"41605",506949093314.557
"41606",16793515258769
"41608",912821588605.73
"41609",6918503914201.36
"41610",1271946614898.28
"41611",4314164465329.67
"41612",42989009055.5151
"41613",14478952360981.3
"41615",2656378517458.84
"41616",1174536962121.43
"41617",1895779216520.92
"41618",4060872436806.95
"41619",152078872362.61
"41620",14289594407022.4
"41621",10331337275832.8
"41622",1796820965013.94
"41623",2215668762502.51
"41624",1758699397022.68
"41626",2960755029341.21
"41627",1971107634889.87
"41628",105559279032.186
"41629",29721595721682
"41630",5075175507594.37
"41631",710063062929.016
"41632",2498455771059.51
"41633",2021449411150.95
"41634",1783431545101.55
"41635",12271610071651.3
"41636",2979584847651.58
"41637",95518339450.8278
"41639",7672212768857.36
"41640",10014921106939
"41642",8311901799.46411
"41643",164971896.073353
"41644",13375343986313.2
"41645",5082352554043.58
"41646",15345006674253.3
"41647",1386425694908.89
"41648",7637869531243.06
"41649",6697898878617.94
"41650",279683216280.577
"41651",3721001483577.49
"41652",10081791727935.6
"41653",5661271736981.9
"41654",12272750467284.7
"41655",2773383831611.65
"41656",361776184160.371
"41657",1346098668330.43
"41658",6011050266965.95
"41659",13303707199013.5
"41660",44121196280.0791
"41661",14573784186454
"41662",5663520451900.41
"41663",8851818095764.18
"41679",12691109230710.5
"41680",3903858562382.49
"41683",2698806826054.52
"41684",10629384428032.8
"41685",12754088494515.1
"41686",11684834867630.3
"41687",16122483086222.3
"41688",36215614458861.5
"41689",1354858347467.36
"41690",3049767630387.69
"41691",2539703898423.32
"41692",6472499809737.86
"41693",7640998850566.5
"41694",18391661925.5335
"41695",15260298131730
"41696",1399075965041.68
"41697",131392637145.633
"41698",14894292419558.7
"41699",12856906191251.9
"41700",3171148457031.44
"41701",2584305827996.39
"41702",212859644449.13
"41703",542907301641.487
"41704",2017237123669.67
"41705",1447867953860.12
"41706",2342456406514.79
"41707",1341797168907.36
"41708",1602751766890.12
"41709",5069763978672.03
"41710",8473903950140.29
"41763",26271983554.6319
"41766",15715542352175.9
"41767",318268603632.614
"41768",9955175536914.72
"41769",2149886717408.37
"41770",5881489863927.78
"41771",4799556715819.14
"41772",813779025327.81
"41773",257133784210.889
"41775",28026521310401.1
"41777",15938720238964
"41778",13750306716734.4
"41779",53308916892.1818
"41780",131682061209.427
"41781",1402060121715.63
"41783",2361358327923.86
"41784",362939934553.743
"41786",4835344559.24604
"41787",1657975705202.81
"41788",350964320576.667
"41789",11319645284.7777
"41790",7570387844146.94
"4185",9768292190224.22
"41879",11318834064394.7
"4192",308509795574.078
"41986",95492883.9072919
"4200",202268198.768142
"4201",286821689377.279
"4203",188105574.591197
"4206",120645743336.958
"4207",230492490130.787
"4212",2618371103803.95
"4214",778929638297.328
"4216",1361544808.615
"4217",73429539062.3748
"4218",55790969588.6642
"42188",4018817542170.6
"42189",732628361394.136
"4219",238303269637.798
"42190",1494965817646.48
"42191",2322118701949.33
"4220",216021548152.023
"4221",2317317646794.08
"4222",617482423345.462
"4223",2289688149308.9
"4224",1337283921470.65
"4225",531074160294.5
"4227",17246894499.8937
"4229",36090876801.5003
"4230",12126329029.6491
"4232",136523814857.993
"4233",1146190633924.83
"42393",6340068206683.66
"42394",14410636173692
"42395",6468729020322.71
"42396",11998106170147.6
"42397",15605865961.5533
"42398",1562756113537.15
"42399",269488409870.571
"4240",9145394019.04823
"4245",210646963511.324
"42451",312449218476.289
"42452",990845740805.101
"42453",309504089615.594
"42454",269601970625.806
"42455",218588160542.018
"42456",2006099661381.48
"42457",1718256719262.98
"42458",7611091840172.31
"42459",5368556617.87667
"42460",911388225775.791
"42461",270387704618.195
"42462",4083873203646.46
"42463",176257798282.196
"42464",337683745295.102
"42465",217761204559.992
"42466",532364642620.601
"42467",282690693051.848
"42468",1704582976190.03
"42469",421301126305.631
"42470",1036685326.61408
"4248",8433366805271.07
"4256",747331830017.59
"42561",900811964944.356
"42562",74904168811.8307
"42563",1712244654783.72
"42564",3679544743109.49
"42565",193686602.612923
"42566",943551713.006345
"42567",94133374923.8969
"42568",8864497529.64184
"42569",1102204161097.53
"4257",34612849539.8717
"42570",74134887467.003
"42571",632158149415.259
"42572",5243481993627.47
"42573",9534328358.60633
"42574",37380508468.3492
"42575",25543020811.1538
"42576",296948735880.535
"42577",147850628398.103
"42578",141470692144.846
"42579",99353863004.4932
"42580",22528817328.5829
"42581",45779920940.3757
"42582",67800855467.7264
"42583",4197616687033.53
"42584",151287626984.125
"42585",295485182577.226
"42586",510560416447.184
"42587",10363663496934.5
"42588",1536362139433.51
"42589",241352667461.523
"42590",140755456371.128
"42591",87686167.5079078
"42592",3004220916.13534
"42593",6276291733.548
"42594",6146602371.32799
"42595",7436566892.73946
"42596",52697476276.6175
"42597",2619971138614.3
"42598",113157660916.261
"42599",86209826957.0708
"42600",70208615177.8096
"42603",392308359810.348
"42604",60988137261.4283
"42605",16356394223.4922
"42606",226040896084.915
"42607",31230105204.8229
"42608",1039860874194.91
"42609",73760030789.4624
"4261",47592618537.3019
"42610",921305426870.381
"42612",2010052055493.77
"42613",8737824525424.54
"42614",3278014043612.38
"42615",54106885970.7527
"42616",200390004932.653
"42617",8370648970539.77
"42618",2561819040763.29
"42619",492354102385.895
"42620",334105007402.539
"42622",405227617551.952
"42624",1662224706051.26
"42625",8888220505.09256
"42626",1384481223883.56
"42627",4021651479279.27
"42628",2263668690248.08
"42629",1431677792549.69
"42630",1453057654819.27
"42631",3243052720668.85
"42632",206842166535.549
"42633",2753340682148.56
"42634",859823369247.807
"42635",1816622690.34133
"42636",524347743761.395
"42637",5082619403805.15
"42638",6774122521232.44
"42639",3223190983133.67
"42640",1332299974381.92
"42641",788227268.165346
"42642",366528074753.242
"42643",12463642897.4061
"42646",543257014.585847
"42647",746188584797.412
"42648",299581296650.747
"42649",224158534097.107
"4265",84180704284.2185
"42650",1871086897541.23
"42651",226739185237.888
"42652",452891853226.255
"42653",1148138972774.03
"42654",376320252202.604
"42655",170218230077.393
"42656",124896017428.642
"42657",529152754277.993
"42658",3874147198849.04
"42659",150897655780.953
"42660",155038173423.855
"42661",1212986368158.84
"42662",968379599261.574
"42663",730304783791.977
"42664",1493641126898.57
"42666",620432297784.648
"42670",1279786996243.84
"42673",3608407830246.66
"42674",1444556939656.33
"42675",1508984729496.75
"42678",1296370654182.71
"42679",3147857901885.99
"42680",838023443075.814
"42691",151986566866.52
"42692",19280586211.2704
"42694",587681039014.279
"42695",42109162791.6517
"42696",2645232316033.97
"42697",119922637061.317
"4273",1689089830.648
"4274",112256431461.634
"4305",1117200741777.95
"4306",5633242364642.34
"4307",671183840099.128
"4308",1892463627895.52
"4309",4645280621.29823
"4310",4301386963999.79
"4311",312285092.71756
"4312",2338060968344.83
"4313",80664050201.8683
"4314",1759039728180.2
"4315",4801730238995.87
"4316",2462336035867.26
"4317",7240272013967.94
"4319",431869045157.535
"4320",6936105680.56802
"4321",656643555.675167
"4327",89263003448.3765
"4328",283196002121.551
"4329",106977837846.259
"4330",46901823772.6408
"4331",322064930462.001
"4332",58864493379.3289
"4333",2300275398813.88
"4334",510455582677.697
"4335",564413409597.421
"4336",395569821653.944
"4337",99068668872.067
"4338",125751632486.552
"4366",127236532765.233
"43891",1363871053448.24
"43892",352113702143.662
"43912",375740768399.918
"43942",1106697699372.63
"4414",540243075049.44
"44165",49336160110.5187
"44166",4793186935825.46
"4417",7369434570006.02
"44172",392963147827.154
"4419",2316599986090.65
"44195",14202931796.5456
"4420",16389214220.6598
"4421",1476864153812.8
"4422",1154162954500.71
"4425",137434470701.942
"44687",3575715346652.95
"44689",856807788.524572
"44692",229062910777.191
"44693",728211763675.603
"44694",16984145885.5066
"44695",127127790049.401
"44696",291640204.786048
"44697",2084351802393.2
"44698",9081464981083.31
"44703",110001583741.884
"44704",288757026578.026
"44722",211222736109.711
"44781",122032714.443763
"44782",26578060933.6741
"44783",2698270803.37799
"44784",24862804512.5122
"44785",306916045.883406
"44786",2475403198.44413
"44789",632554106351.35
"44790",3996259902794.52
"44791",1964722550716.84
"44792",276798088325.965
"44793",386706303784.115
"44794",624975289.095608
"44795",381910532341.428
"44796",312495784.076852
"44797",306719759.771655
"44798",1529626172242.65
"44799",933918660.308789
"44800",8693990019028.51
"44851",1456818493132.53
"44852",348548021806.181
"44853",2601004035880.24
"44854",8530482232.19715
"44855",606831313052.482
"44856",4336120526668.12
"44857",3245229510981
"44858",17908771978.1396
"44860",183597387121.732
"44861",7448831892.93358
"44863",426262312.784735
"44864",653785435377.614
"44915",214684157054.092
"44916",882351202809.805
"44917",758428938064.206
"44918",13743024244190.2
"44919",11545995178.1556
"44920",3582877452328.76
"44921",586134032237.02
"44922",906299731501.384
"44923",10441811298993.3
"44924",8374253510495.32
"44925",6069846946816.35
"44926",4246912684645.73
"44927",3479483871218.9
"44928",7321075702.3921
"44930",1229102205.98647
"44931",130174768855.397
"44934",48895596032.4421
"44935",145308852822.088
"44936",1825638342436.21
"44938",426085265225.807
"44939",298887042163.151
"44990",592259543604.939
"44991",651275417240.675
"44992",1154420169508.07
"45047",1615626124.81462
"45048",1169681422.58562
"45049",530521143.69469
"45050",10455846968.2919
"45051",6332791621.0002
"45052",9679526759.12464
"45053",42517336939.7678
"45054",422335426.26653
"45055",771072004.252806
"45056",400742528.483789
"45057",112208915378.892
"45058",13838889366.7462
"45059",44203650109.6818
"45060",29411131294.1249
"45061",578164700923.519
"45065",115191810108.113
"45067",18223204432.4893
"45069",398100451.026697
"45071",383855667.857627
"45072",218482888600.19
"45076",281829322913.299
"45077",93503585912.1894
"45078",848537947.776965
"45088",1163231536359.15
"45089",208467113678.184
"45090",155554995719.953
"45091",275633493266.723
"45092",1619743206999.08
"45093",360891821786.933
"45094",3175732072112.79
"45095",311595623349.774
"45096",4073138512.16583
"45097",97856362460.5326
"45199",314303221.88335
"45200",1713266931519.74
"45369602",530469399618.063
"45369877",52402456186.2819
"45434566",947119061.208446
"45953906",311626708.485918
"45953968",1386233787.47623
"45953973",61472225.6165545
"45953976",14430348.2264998
"45953979",112938184.194123
"45953991",1108016326.10226
"45954010",9654048972.65904
"45954013",3634308016.94791
"45954066",34657778.5181045
"45954108",48172799.5864872
"45954204",54024219039.9092
"45954289",397872033.040931
"45954331",641548430.580108
"45954341",9129792326.21878
"45954374",27345184.941835
"45954378",37614076.1091722
"45954382",3117495899.02518
"45954392",31098730592.2331
"45954401",310555797.470999
"45954406",537272049.271122
"45954439",312277631.625727
"45955241",38193944278.4353
"45955965",1581957167.60525
"45955968",32451321403.3897
"45955979",97850331481.655
"45958508",463605406516.82
"45958680",46461853637.6728
"45958683",27118994348.1229
"45958686",309486092.339705
"45958849",62662645.4902187
"45958882",13253980720.4737
"45958985",40659974744.6025
"45959000",3212815620.87545
"45959013",12366566127.2803
"45959040",21302317410.582
"45959213",1202815488.21836
"45959327",32356923147.9091
"4600",443817370624.423
"4601",1329665539130.99
"4603",322022594051.568
"4604",119263454673.224
"46205590",1248441223.50032
"46205597",310384806.109564
"46205609",65861067.6207616
"46251646",28416491.2638411
"4627",29806013131.2815
"4634",197768174032.18
"4647",24713388266.6023
"4648",3372242258.94536
"4649",5534104.28317234
"4651",410196988646.756
"4652",24492796720.8623
"4655",160699617583.193
"4658",78032854135.9235
"4659",890859010162.669
"4660",73076491932.8486
"4664",2630137055866.35
"4665",1571086580.48792
"4666",3419518377696.12
"4667",9386551229879.49
"4668",10414722616343.7
"4669",426711864664.867
"4670",177749704611.634
"4671",6225494333848.87
"4679",14051822370.1092
"4680",1252843983562.38
"4681",4489839537.46721
"4682",153560214699.922
"4683",193515238967.16
"4684",732493395355.116
"4685",981561873637.663
"4691",33438759514.063
"4692",34006099644.7848
"4693",100855758038.124
"4766",91864991725.276
"4767",312206862.078951
"4768",10913531603.331
"4772",2679326392247.32
"4774",5047596793039.75
"4775",64960827286.9448
"4776",1777869418020.61
"47760825",50734679053.4648
"47766841",4925971769867.04
"4777",4166310896660.83
"47778059",1447250079321.34
"47778330",97571157934.8623
"4778",1648181626469.67
"47783095",3246019055762.4
"47792718",578839311131.728
"47804700",476861293882.353
"47805694",1790585910661.16
"47968266",17471523560.1335
"47968299",114508898344.494
"47968796",168866248418.477
"47979117",89591240463.9736
"47979811",253572974760.893
"47990318",1820860820696.13
"48002425",152729620107.279
"48004865",39185072895.3409
"48018502",932845022198.686
"48019838",109570371915.279
"48020705",2237953699.34187
"48020754",393769832.45723
"4803",612688887487.066
"4804",498022438234.006
"4806",238124626640.405
"4807",64410167.4736417
"4808",35894387024.1547
"4810",16762785117.5984
"4811",13116792960208.9
"4812",366475870.836719
"4819",4335910277064.32
"48265359",53569086686.9633
"48266448",1118475231.89442
"48266951",2411251448.3391
"48267436",1263364366.5056
"48267978",782957779.41951
"48268560",13485206937.1488
"48269124",385072922.268907
"48269568",1020065514.52082
"48269619",156785142.087698
"48269646",237676022.779917
"48269679",39439360091.6882
"4828",40306413808.2521
"4829",44475357103.5472
"48294467",1407399492572.91
"48294480",316187168.765589
"48295808",14168757579.8033
"48296412",5024744415770.49
"48296479",6269747531.07962
"48297964",97636123199.3376
"48297988",36185424757.3512
"48302281",56727714255.5455
"48303074",922783356541.216
"48637280",240798710092.857
"48637566",4449617958205.23
"48637802",363779982982.211
"48637946",156420123183.927
"4972",182570354009.588
"4973",8679130470028.9
"4974",13113658524382.7
"4975",18530201598405.6
"4983",528460140880.73
"4989",1699627394115.79
"5042",88996382.9440845
"5074",2491056026355.55
"5075",1715964431.01424
"5076",137740901215.828
"5083",1229394857624.69
"5084",406517860041.954
"5112",227694579.837436
"5113",2795459494547.74
"512",49488363396.1632
"51221900",1126811844.55455
"51222063",879699119.147908
"51342998",623574649963.896
"51343071",1083732451705.58
"51343307",200219596652.946
"5142",2295482775090.15
"5143",3050585904269.26
"5144",341043373649.895
"5145",328388648898.291
"5146",476738355427.246
"5151",904776052221.884
"5221",327824285.505116
"5224",346343974012.791
"5228",403590648058.15
"5229",3103291988557.37
"54007828",149827163320.521
"54008309",47484763525.5624
"54010476",2146503747946.24
"54012637",9389953067686.5
"547",79253017568.3283
"54778866",126088674465.094
"54778911",37463058732.2409
"548",9497265181.71979
"5481",7954013405.48973
"5499",790622433.650001
"550",3498112986576.38
"5500",3689850939.27536
"5501",74705907.1777011
"5502",2464515695.52034
"5512",990642406744.413
"5513",534108082593.552
"5514",15314818.5355767
"5521",3732493120764.98
"5522",8389512905926.55
"5523",140657571480.396
"5524",3692084057793.03
"5525",105570817385.718
"5526",2465628359139.25
"5527",358322542255.476
"5528",7677959985402.53
"5529",4924648686124.92
"555",56180819755.0423
"5558",2208852652.62318
"5559",19271550152.5989
"556",362180499277.985
"5560",2520601533.34281
"5561",99831310244.6319
"5562",493947052843.154
"5565",363730668.634528
"5566",11900902919.4395
"5567",356574129161.561
"5568",1217154963.84099
"5569",4797251539.5182
"557",446207386884.844
"5570",145294019415.718
"5571",806229191.721165
"5572",5552601267.65036
"5575",5777110803.73825
"5576",334700905260.045
"5578",45466799913.432
"5580",897110324.371741
"5582",1374890878.58198
"5583",2832650314.5445
"5584",4256997436.02288
"5585",161503204577.246
"5587",110519517.812924
"5588",8357697899.6332
"5589",496220886707.946
"5590",945177491.561672
"5591",77157308.7941463
"5592",127372364.496958
"5593",28965915148.2047
"5594",856641627.440887
"5595",46379575.6397943
"5596",772576064.052157
"5597",57076552018.9086
"5598",91817470657.0275
"5599",89337262.7711576
"55997072",3694867676326.96
"55997823",10323053385313.2
"5600",30500952694.3141
"56003281",23096275489413.2
"5601",532572413.84126
"5602",116385301105.447
"5603",37520690.2725952
"5604",76383715.6712457
"5605",174724434687.631
"5608",330458716.151056
"5609",461638431.42135
"5610",90207898.7593295
"5611",664601499.826857
"5613",11807348888.3686
"5614",105412677823.357
"5615",9421957.46882239
"5616",23650026617.4304
"5617",3049262929415.56
"5618",4176841495.67599
"5619",28585478773.3668
"5620",6661281427.71136
"5621",830715104090.417
"5622",10830025670.8943
"5623",76479263695.4405
"5624",16890687984.3563
"5625",83847677283.6552
"5626",110718087658.067
"5627",3168552340.99015
"5628",292163803093.135
"5629",1660078468868.81
"5630",18541188957.4348
"5631",7899020747.32643
"5632",51685878794.0909
"5633",107925404.23688
"5634",22024396439.388
"5635",284991051.352153
"5636",6186952805.18387
"5637",36530095018.2926
"5638",1277468526.44431
"5639",26975220482.5013
"5640",643732335.082015
"565",158099135529.788
"567",19129117944.7362
"5674",14474893403445.7
"5679",138694412475.558
"568",253323286727.661
"569",4154330279173.41
"570",197352910751.927
"5704",10307780294.75
"5705",5005243740.44201
"5706",34392852713.4803
"571",2482352208008.69
"572",1693329175361.74
"573",3338533190566.76
"574",897965405915.625
"5748",7925408.51765579
"5749",2120386418.15343
"575",170085391271.419
"5751",22498379401.0461
"5752",721385055108.603
"5753",1001541034609.6
"5754",12854672275.7194
"5755",828379875235.285
"5756",1434706473944.97
"5757",782750283906.766
"576",270711031656.793
"5760",442881074197.476
"5763",948281109.606046
"5764",13696150577.4849
"5765",96616503.7734648
"5766",14384643894.073
"5792",132731692492.564
"5793",57358200887.363
"5795",27074729415.3819
"5796",3517934432.46635
"5797",7813368079.79979
"5798",133229661129.606
"5799",2285085000.93571
"5800",203838009608.85
"5801",718209487.549636
"5802",98393561139.2474
"5803",11127233619.8215
"5804",9659882179.87703
"5806",74450321906.3261
"5807",26901840378.2441
"5808",8240901881.98467
"5809",6530964074.51422
"5810",11433933252.695
"5811",4752391612.81001
"5812",78725949202.0027
"5813",51466006624.6307
"5814",137011284696.113
"5815",73655728448.2552
"5817",1204594726.69461
"5818",288127495588.624
"5819",11527637108.8762
"5820",45294287218.1955
"5821",5464142628.48813
"5822",947218873.333674
"5823",33106342336.3421
"5824",2780049225.22275
"5825",306685103.839955
"5826",1062075602.00005
"5827",19203841780.4056
"5828",51288377068.065
"5829",240794289828.817
"5830",738648396.696393
"5831",7703714617.02945
"5832",832935709.09917
"5953",3444017916787.51
"59544947",2607395005.5423
"6019",7892634359758.35
"60354712",29179663482988
"6081",120524268005.484
"6082",1090109406847.15
"6089",584004012.762556
"6090",8276422112.18784
"6091",1820824735896.71
"6103",2699824266684.85
"6104",1485603333650.54
"6105",85669016912.3883
"6106",6456511570053.29
"6107",598087135346.502
"61513537",2858794559492.4
"61924",22458486709.5458
"61925",3412963.23067278
"62006",50632840441.4515
"62007",1402682745.57014
"62008",1734947535.27874
"62009",33034008173.961
"62011",39236487541.4664
"62012",103819858045.345
"62013",111846772857.215
"62014",77232216523.8151
"62015",1383992297.42751
"62016",107492214146.729
"62017",1193560629.26951
"62018",102314277254.1
"62019",43037754649.8557
"6206",687747272856.871
"6219",41720684275.4096
"6220",336905939846.193
"6221",3306574863480.67
"6222",163766882.55945
"6223",62974324445.3134
"6224",144866537.008237
"6225",213289186467.804
"6226",765397191706.84
"6232",614205947.884765
"6234",11330992526.6305
"6235",1840650548456.33
"6265",71511183003.6305
"6266",114850907654.436
"6267",1471982423542.73
"6268",51938257925.1464
"6269",6435516152235.36
"6270",1879353861.99966
"6271",137662434786.07
"6272",1666893482083.18
"6278",1667306947334.28
"6279",500487574.962799
"6281",2612229729897.98
"6282",22949449908.9629
"6283",67067984814.8987
"6285",107850596236.672
"6286",1929753312737.46
"6287",156605087.809454
"6288",1423649702707.02
"6289",6028982905855.73
"6290",18207315624616
"6291",53166271418.2981
"6292",441453960477.395
"6293",5799177430455.93
"6294",188679587142.825
"6295",331682507421.023
"6296",63883697019.6046
"6299",580310276111.419
"6300",464968773942.88
"6301",26551560261.2246
"6302",125073197112.314
"6313",3946316500.57435
"6329",291972006583.829
"6330",150814590658.203
"63541",291391027873.611
"63543",202139475313.992
"6405",68970537419.4026
"6409",2446114406255.27
"6410",3057808982622
"6426",3562457664.38631
"6427",39847247447.5015
"6429",114894762692.109
"6431",144442130413.361
"6432",7383082321.16359
"6433",13584627699.2082
"6434",28295882610.8744
"6435",1246358282.78349
"6436",49872442354.9555
"6437",5558308842.9959
"6439",122945379.598018
"6440",26896866917.8657
"6441",27532342453.9055
"6442",38666734359.1981
"6443",4305598268157.63
"6444",588635036541.533
"6445",60941429325.4802
"6446",2937067562721.79
"6447",2375792292775.55
"6448",1370200429.05675
"6449",318138087.294469
"64586080",3184252816711.3
"64587154",17614374281.5364
"64588371",81468028196.0519
"64589126",1186158725661.07
"6483",281749406.135777
"6490",1293571911030.08
"6491",426036661800.443
"6506",1215827278737.44
"6508",3380204825929.68
"6509",1955065217214.83
"6510",17726517723851.6
"6511",265251688280.681
"6520",13059176178659.9
"6553",8765712710.5238
"6557",7899208778826.86
"6561",12498370897284.2
"6562",2088305716175.08
"6563",1061836667248.44
"6564",1540643004283.93
"6567",54570076043.3841
"6568",2615996346350.95
"6569",7788522866.36957
"6607",79580489974.9657
"6608",1390156699888.18
"6622",96604723.8953972
"6628",8092435593145.35
"6635",100926109775.774
"6662",432217171.792193
"6663",110966520710.911
"6664",89522853.6772685
"6671",799969340.514999
"6675",10767664468.0276
"6676",2223650720.21675
"6678",6784265151.84628
"6682",2934445405.58778
"6683",11297009527.5947
"6684",38595523635.9768
"6685",49440902472.4652
"6686",307685282875.024
"6690",192588892125.69
"6691",3419731413566.85
"6693",523883186071.578
"6705",3156285044493.05
"67359364",1494576666.36971
"67359375",766349316.885957
"67360705",68399255146.051
"67363010",908252786.078287
"67369483",1360002107686.31
"67369846",543290043662.137
"6765",536111970965.459
"6770",614850434427.68
"6771",87783691567.0056
"6772",10000151645.3837
"6773",29113241.2042775
"6774",2533404517.26239
"6775",179910944154.85
"6776",5415202611.09915
"6777",44746120758.9676
"6778",34750340018.8637
"6780",27753008608.0217
"6785",1242816994504.35
"6786",735968049308.093
"6793",51757585759.842
"6794",83250270.1600458
"6795",152971243088.597
"6799",159592355001.466
"6800",125654760141.084
"6801",25885915894.2568
"6802",179394549792.146
"6820",65727420438.6263
"6821",361879037407.143
"6822",1752952873985.09
"6823",273471040542.449
"6824",1600227673733.67
"68336601",83230629611.9184
"6834",139169354701.195
"68369199",362220808.956824
"6858",5228746460771.9
"6859",28682087914.0746
"6860",1189380034.2279
"6923",10936356881.2351
"6924",2852893505046.91
"6925",73116044140.8846
"6926",1782063078299.86
"6927",1618133829455.38
"6928",2776265541247.47
"6929",2667800128081.41
"6931",445029703491.009
"6977",332344104747.069
"6978",2858165432.32727
"6979",1583343241598.16
"6980",551568965007.43
"6981",176731299333.955
"6982",387777862561.89
"6983",2457872707700.06
"6984",174483521520.366
"6985",4897081332.69588
"6987",131046359865.93
"6989",341490341.88345
"699",13436656960566.9
"6990",4485123967.83825
"700",406861255628.035
"7010",381354247275.55
"7014",7189864681.65658
"7015",175468595637.961
"7016",631162547.758179
