"","Range_size"
"136800",9650997.78467941
"136801",302917214976.647
"136802",17604067253.7611
"136803",1616083252.75677
"136804",70575743960.3183
"136806",2405694279.08912
"136807",243998.334940571
"136808",20211851532.0354
"136809",4744456137410.25
"136810",144231539776.937
"136811",417038618113.659
"136812",46918516299.4365
"136813",284268490970.662
"136814",289904645071.695
"136815",23153781246.2865
"136816",174107586797.828
"136817",561854957521.306
"136818",47118338528.6694
"136819",17746117524.7896
"136820",3807968358.37449
"136821",862803896.085271
"136822",27426452905.4623
"136823",3410435100.57083
"136824",11024670483.7968
"136825",1535787151565.89
"136826",143161336.149447
"136828",1916955265166.2
"136829",108733154.099618
"136830",875489766708.498
"136831",95308236941.5731
"136833",4076967842.54454
"136834",1378471452.37211
"136835",149422075094.467
"136836",781865558314.425
"136837",118040899318.072
"136838",102688797553.49
"136839",56148796319.9147
"136840",204297601333.249
"136841",50528950100.6537
"136842",189468072895.567
"136843",664329923.660492
"136844",962990453615.75
"136845",880504090762.775
"136848",2347783673563.14
"136852",2338588404023.55
"136875",862270927833.872
"136885",408498007136.058
"13693",1931862327818.23
"136930",278658716297.216
"136931",338708637277.841
"136933",316365524841.423
"136939",201248306.056939
"13694",1139235366776.41
"13695",677600536324.794
"13696",1203674317611.6
"13698",98261703584.8875
"137",177574280717.629
"13703",415498375.468084
"13719",5400192614.00016
"13720",202239210733.196
"138",929157181.780631
"13837",1924608470870.59
"13838",9106356686882.75
"13839",528771156523.042
"13840",1886714479785.7
"13841",415332757224.094
"13842",611980035898.839
"13843",2775031352629.77
"13844",23144677554.6686
"13845",1867655713242.7
"13846",41534636150.6328
"13847",199384175303.423
"13848",1161679450867.87
"13849",2247394558500.08
"13850",426414396574.386
"13877",200604528190.491
"13878",3738685972011.02
"13880",3947105305643.75
"13881",1345718697.57024
"13882",235406277705.974
"13883",390233295681.431
"13884",45074173951.8151
"13885",74501366585.0906
"13887",1298379029.81762
"13888",3438292952262.67
"13894",1605153637552.1
"13895",1421239733244.34
"13896",213233220115.279
"13897",7225448090300.92
"139",155342189378.401
"13901",225844324166.707
"13904",1090668425649.11
"13922",1634056527351.82
"13923",13303641995.0073
"13924",113889540854.352
"13926",180855729492.022
"13927",86931874545.5463
"13928",422808762278.023
"13930",515141485109.077
"13931",14840582190.2617
"13935",35840045766.1508
"13936",92937761572.0179
"13937",313388397890.517
"13938",2021091541618.66
"13939",159006846509.328
"13940",74904696.4366793
"13941",864083767.844543
"13942",415883574784.262
"13943",1806033932836.44
"13944",35902513602.4334
"13945",16207873271.3714
"13947",1441578923811.22
"13948",449932977.371577
"13949",964784014669.645
"13950",311474553640.813
"13952",105999238055.614
"13953",3186548599375.17
"13954",69837536779.8695
"13955",13918079451.8168
"13956",1841643610053.24
"13957",251716074371.751
"13958",863043543252.324
"13959",5576432514.51512
"13960",1554264020.50979
"13961",99825582.4151817
"13962",315421577.059822
"13963",2515879377278.12
"13964",1481732921011.55
"13966",1386803652498.98
"13967",418704651409.872
"13968",333722072982.783
"13969",1122551383.10878
"13970",4215726893547.07
"13972",88329417296120.2
"13973",9119918986.91568
"13975",77712302362.2751
"13976",1683212659493.74
"13977",415226895187.315
"13978",511751054963.234
"13979",1145465184478.14
"13980",1024297108016.5
"13981",157445807669.547
"13982",268868680298.204
"13983",52516103954.1577
"13984",828198670198.141
"13985",963684139651.807
"13986",491701509700.061
"13987",2890495282195.34
"13988",1251170508606.14
"13989",184939161.642123
"13992",3613069662763.49
"140",12751180658.3774
"14003",54476966227.2732
"14018",7373631610895.95
"14019",84498729447.4289
"14020",2515859227698.55
"14025",5209784972937.29
"14026",57459898351.403
"14027",1377916363671.52
"14055",12447238791.2909
"14085",3902051502767.33
"14086",398695852307.522
"14087",20409049751.6182
"14088",99170720262.4151
"14089",161968078427.975
"14096",77356370445.7164
"14097",690851753.903914
"14098",142204808346.568
"14100",993244796007.394
"14102",1600169721036.1
"14103",1914283104574.61
"14104",10209771326292.7
"14105",346127667831.638
"14106",49406856.0247987
"14107",463330522.378049
"14108",7729014089.76015
"14110",98902221.819642
"14111",2272006018.82698
"14112",4126801255.8017
"14113",254129818.89961
"14114",20830844577.2926
"14115",2045789381.19401
"14116",674666397975.404
"14118",1200746710962.65
"14119",321742063825.441
"14120",3135228917820.49
"14121",231871240153.892
"14122",134689498348.134
"14123",2676537845044.45
"14124",6194815288913.38
"14125",7663628095723.04
"14126",1229047570539.87
"14127",5448884771188.89
"14128",14654913062432.6
"14129",4646864334894.65
"14132",853015925472.626
"14133",3874579921184.4
"14134",4975232144389.25
"14135",5867922798222.46
"14136",1564971580960.88
"14138",242650305428.732
"14139",483399239.261846
"14140",14595013005681.7
"14141",1575127099242.16
"14142",244314230532.902
"14143",253619983228.974
"14144",125970972044.293
"14145",617494369282.547
"14146",800557442804.656
"14147",832901781706.177
"14148",1819165947968.89
"14149",1653525751119.04
"14150",3985022298944.75
"14151",502327682058.896
"14152",2263217894404.97
"14153",1388274927840.96
"14154",206497725.009103
"14155",2234992640.08365
"14156",587280011700.538
"14157",3163297003101.88
"14158",272135047441.948
"14159",396768088.732081
"14160",2063245621877.94
"14161",474091812026.255
"14162",1329612353122.22
"14163",504561369976.241
"14164",947143162393.026
"14165",3188658819.53261
"14166",2562280059100.88
"14168",1524332734224.06
"14169",1136156326.0346
"14170",2736294005086.84
"14171",109436680990.056
"14172",1423165264279.42
"14174",1393858707316.49
"14175",61481764004.4944
"14176",12040881905317.7
"14177",682552489508.823
"14178",281869336797.897
"14181",766719774679.072
"14182",616536416.488494
"14183",4641733707191.71
"14184",54642105219.0412
"14185",14380226708349.4
"14186",553450288.77166
"14187",2601562791444.1
"14189",3012545997.72064
"14190",561890714250.981
"14191",12295177042.0058
"14192",2083928102.02791
"14193",987178166515.591
"14194",864276584241.428
"14195",14110136661059.7
"14196",467848387143.918
"14197",1795771165744.05
"14198",119111398732.98
"14199",185916871739.582
"142",74622810661.413
"14201",4946390394788.02
"14202",69838235788.3693
"14203",1309769254360.58
"14204",2001040722228.81
"14205",4156526009.96779
"14206",3472250620947.15
"14207",4268639279555.23
"14208",1953954931364.24
"14209",6940563951.75595
"14210",4711968980551.36
"14211",4311658494683.63
"14213",4063522233680.12
"14222",2502508151.95036
"14224",12924609807666.3
"14256",31192616084.9371
"14258",106633596494.654
"14260",9622988.28376007
"14261",12604689432.9763
"14262",501157526818.496
"14288",107290249959.933
"14294",238553698837.281
"14295",170979292022.269
"14296",250558813324.095
"14303",2399909638573.57
"14325",1074970761582.72
"14326",496759153962.088
"14327",596971183942.741
"14328",533200858080.16
"14333",1711429989192.91
"14352",538836391830.6
"14358",110184099010.712
"14359",191794089542.011
"14360",4059920154.99684
"14361",6411788382.98037
"14362",1390815569974.93
"14386",289438839070.445
"14387",484139918.016203
"14388",3102258026865.38
"14473",165524739838.83
"14474",7115323824724.66
"14475",2344287566790.28
"14486",2039572365.09816
"14487",24594317425.455
"14519",1902205264534.76
"14520",119935195619.277
"14528",66904649665.6561
"14541",120447179578.342
"14560",6744001058.39847
"14563",4459647.87117244
"14581",313436474901.586
"14582",834342107936.341
"14583",3326831737.3739
"14585",30203596893.3175
"14586",73683608382.7466
"14587",171574867049.03
"14588",170757259429.445
"14590",1784429137880.92
"14591",1063795713610.18
"14592",92979936.5812853
"14593",8754080444.28146
"14594",42633375134.927
"14597",160394344734.841
"14600",27485603594.408
"14601",688578676857.612
"14602",455193269554.656
"14603",802403340648.131
"14604",1370859076800.76
"14660",41877234735.5179
"14661",3594582011128.16
"14662",14526035100.7282
"14671",106783166148.265
"14699281",1361192834.26017
"14707",637017476.048329
"14709",573679588.066731
"14740",65828270575.3009
"14741",4928133324.05618
"14742",70806778627.5376
"14743",14428878881.6531
"14744",109413471576.751
"14812",188299343518.518
"14813",32329195725.3334
"14814",3971381007097.05
"14815",28365688025.6232
"14816",1248372600570.34
"14817",3736757030.38065
"14818",183562364311.874
"14819",150624336817.989
"14820",4720378419245.32
"14821",2929084652.65534
"14822",632381326769.99
"14823",7576821095.34795
"14824",252993530551.065
"14825",250763403288.943
"14826",266057264325.919
"14829",12855674662238
"14830",14625648175796.8
"14854",267121195709.398
"14862",2410568712.92117
"14863",105460257620.039
"14867",2927727840497.17
"14868",83793865311.4895
"14869",646728270437.572
"14876",19271238446.0766
"14878",451197152125.074
"14879",921390418638.876
"14888655",1466124727506.36
"14914835",314117635.32212
"14918",2917523426044.98
"14919",5171402538041.87
"14920",7210075744044.34
"14921",695997663644.047
"14922",2237333258.14454
"14923",210275728143.038
"14925",11549522824510
"14926",3980019712521.41
"14927",1789430240228.4
"14928",1861041290272.05
"14929",4404362030178.76
"14930",11506141156183.1
"14931",2619651292735.32
"14932",135481034235.326
"14933",12089657364369.6
"14934",2096958785737.79
"14935",2938128294618.54
"14936",14427383564991.1
"14937",1394635243648.66
"14939",620419003772.945
"14941",481855069844.369
"14942",4980250105601.01
"14943",4064788846240.85
"14944",2883260060918.31
"14945",264662659574.856
"14946",301736576150.535
"14947",702866897054.232
"14953",19216053721.9689
"14954",621332739512.518
"14955",4143079692.86115
"14956",17384648801.8724
"14958",7178487041.18168
"14959",7019825438.61298
"14960",25954601860.8731
"14961",501375717.298486
"14962",748029694322.919
"14963",239455094265.688
"14964",212379566887.781
"14965",70315077333.2565
"14966",351781040227.217
"14967",70176730301.5941
"14993",2631897370586.66
"14994",1251911460026.17
"14995",13101230903859.1
"14996",15743813370419
"14999",673131859410.722
"15000",704005751063.835
"15001",1170332308714.98
"15003",7272506249343.51
"15004",959247791803.522
"15005",1252684545.55977
"15006",15001727.8973721
"15007",2020801391.02508
"15008",166520159149.006
"15009",48863225516.1968
"15011",397742811440.689
"15046",4849151620.67452
"15048",38532780306.2603
"15050",32973374177.7238
"15051",491704996336.508
"15052",1530161496978.74
"15053",328463409518.416
"15087",120968713193.593
"15088",63501347468.0068
"15089",25576987268.4904
"15090",53040507.2148221
"15091",487312914511.575
"15093",118944764420.359
"15131",8594483011774.92
"15132",6482895364.41601
"15134",42577443832.6788
"15135",651947902522.561
"15136",392843513475.308
"15137",117475217916.194
"15138",515092564547.702
"15139",3727054378657.29
"15140",1186681612362.31
"15141",380157556065.277
"15142",1547918840556.22
"15143",4830186910800.05
"15164",4172138305320.19
"15165",159443686201.488
"15188",264220212685.383
"15189",5976596201.61394
"15190",5390244932.66752
"15241",260991295366.931
"15242",96928401378.7468
"15243",760935694451.697
"15244",371852800897.295
"15245",661051394886.11
"15246",2260961429435.97
"15247",3149813567575.93
"15248",2895296891327.77
"15249",52670169864.9067
"15250",629006740547.35
"15251",135925087737.894
"15252",2722586197539.77
"15253",3214708392736.13
"15254",9901690503.81081
"15309",4786788649989.58
"15310",3529671604784.2
"15311",317792209873.401
"15324",35095076458756.8
"15330",4205866321.19368
"15337",686486362340.285
"15338",3841451167684.3
"15339",767649883974.453
"15452",612427861162.026
"15485",5220689596559.17
"1550",5752726981076.22
"1551",242873006515.783
"1553",573139903460.054
"15544",5662469735.77678
"15546",270869900.303195
"15548",1191900138.77223
"15549",397264661978.095
"15550",9589417604.62374
"15568",2528478242993.96
"15569",20909945221.9544
"15571",1088666966545.04
"15573",1766026919092.01
"15584",398224706337.961
"15585",838400128839.594
"15586",14415635017.2674
"15587",11450280994.3523
"15588",271356277567.153
"1559",594231180.533112
"15591",36270899296.9606
"15592",1491857121145
"15593",9590997683.31372
"15594",1125603331.70429
"15595",572738531.814521
"15597",4422735552.97271
"15598",9776979789.06634
"15600",67023196926.7794
"15602",122788959997.303
"15603",64154907615.1103
"15604",157127895791.752
"15605",4294868369799.62
"15606",138450878406.183
"15607",1303446660136.08
"15608",83828824392.4698
"15609",14290291180.3917
"15611",8208755159.1341
"15612",548404320563.963
"15613",108657117502.924
"15614",1461038816284.28
"15615",510964246865.053
"15616",258878321093.441
"15617",5299586675458.56
"15628",223601457153.828
"15629",179803687408.933
"1564",6989745842.19043
"15640",8130922007064.3
"15642",4957026928270.02
"15643",5610182276073.31
"15644",526936803950.732
"15645",20026646581.4009
"15646",14508462957.7052
"15647",121012856.379932
"15648",5186379584897.5
"15649",222838596.749029
"15650",4111573.97269076
"15651",71608938883.8879
"15652",595015154368.763
"15653",80971542528.8526
"15655",86794598040.0595
"15657",10690743582.0784
"15659",156902410626.77
"1566",757500042456.767
"15660",143756977666.223
"15661",396688574128.051
"15662",374301320462.024
"15664",127970466360.978
"15665",105071321562.859
"15666",491821324645.122
"1568",710044889277.794
"1569",84559691689.4077
"15730",7497158105370.23
"15733",3583607690746.78
"15735",538062206143.697
"15739",2228338424245.83
"15740",1369345470575.24
"15783",457117792424.826
"15784",82738639463.4569
"15785",437415767954.171
"15786",4794717130.70303
"15787",178456400339.086
"15788",360850754205.542
"15789",558988935528.731
"15791",842669390970.313
"15792",280709286363.151
"15793",34290912044.1932
"15803",468420532032.221
"1581",2438408599997.49
"1583",3599521609.33145
"1584",4393221028.79143
"15865",1305337931853.1
"1587",181135722960.451
"1589",143836687039.728
"1590",163654965251.745
"1591",330752789943.524
"15917",878129542.836673
"15932",415766359324.81
"15933",2383632288252
"15951",3815050311868.76
"15953",9026158262853.03
"15954",34736611624656.6
"15955",1350365885198.16
"15967",1091078316455.66
"15975",13936035966.3844
"16018",442077493326.713
"16019",610339021199.691
"16022",3348700403612.95
"16023",344322429.292745
"16025",651602448534.881
"16026",41174407243.8789
"16028",6421375978.83413
"16042",997721839.307848
"16043",25266590958.4315
"16074",386135515231.302
"16104",66739954357.3152
"16114",223146354936.075
"16121",586356286.945466
"16122",4686895035.49726
"16138",2838734923.89401
"16174",781865558314.425
"1620",21294851823.6545
"16202",32146590010.1383
"16203",259068847258.339
"16204",956025606431.98
"16205",2692245442374.5
"16206",10800336046.7656
"16207",666787981381.219
"16208",12059083212.3604
"16209",547064702101.398
"16210",1045560207127.08
"16211",1570567209522.4
"16212",2218843540.20419
"16218",1389005700849.93
"16270",679427622020.207
"16271",597770682492.477
"16375",169337754275.056
"16426",748498366.119874
"16458",419154664492.507
"16467",3817919880910.31
"16484",557077542006.304
"16506",28270455942.2185
"16507",162932696.31576
"16508",656702214946.997
"16509",3495775468389.66
"16510",309824591201.657
"16559",370201150.094973
"16563",1288201064019.66
"16569",235894622.048128
"16572",31989708264.9373
"165924",28388862354.4803
"165925",597444632.457572
"16631",11069531235.1309
"16633",122119518521.052
"16634",1542733953262.01
"16635",1540957567147.6
"16636",520454391511.23
"16637",693402514069.761
"16651",218569363925.606
"16652",2530151142864.46
"16653",91188601.5680304
"16654",132623084590.101
"16655",18098576.3996298
"16656",913321965724.295
"16657",8885243.36037624
"16658",546382942681.975
"16659",1217901384935.43
"16660",39058946518.4433
"16661",22384392837.2057
"16662",4204726738.44549
"16663",598242301808.683
"16664",935031093.624169
"16665",17875066607.0906
"16666",42202305279.9388
"16667",19804776915.0546
"16668",40493975.2506866
"16669",5831351767615.88
"16670",160994639544.38
"16671",415335209.392482
"16672",13030881656838.5
"16673",127416795.813238
"16674",44159055999.9549
"16675",98566041.4020877
"16676",3456002152.88669
"16677",512462176774.653
"16678",494800923163.824
"16679",3857543011.0825
"16680",197642762992.577
"16681",367383466144.038
"16682",576501020836.775
"16683",3900455258.38091
"16684",832035553751.18
"16685",66536096780.8987
"16686",23780084644.9789
"16687",9120619.80429363
"16688",13588653.2186726
"16689",16224629244.1459
"16690",27728364.6759522
"16691",125505678381.385
"16692",41201697.2017652
"16693",26279328491.5477
"16694",1452308012622.2
"16695",926406755.182287
"16696",137965811116.804
"16697",6012181293.07864
"16707",11925748721286
"16708",5089787566080.93
"16709",12697128774666.5
"16710",31530634545.9418
"16711",298144433906.443
"16714",1169121264.03806
"16715",72509603744.5495
"16716",8040560707.05653
"16718",943227216330.109
"16719",2490770402164.93
"16720",251379477989.025
"16721",142042640790.108
"16722",44806357239.5069
"16723",3195866921012.27
"16724",3398887224568.32
"16725",730211785080.84
"16726",92806455.7296906
"16727",3309373994.42292
"16728",788588978740.619
"16730",231711032060.866
"16731",2761596510460.5
"16732",2533471853.55304
"16733",33685251583.794
"16734",56586883672.6628
"16735",844696569990.666
"16736",187195789.451543
"16737",5106487424.74255
"16739",715360234691.375
"16740",114244836887.662
"16744",17334320111.6878
"16746",101649674097.244
"16747",4210605164.29241
"16750",24922636401.9424
"16751",113472062789.456
"16752",17580988320.8547
"16753",16921711644.5296
"1676",1950012854625.3
"16761",82698687669.4317
"1677",2007736602827.8
"16776",372746386010.698
"16777",38176290793.6126
"16778",497480528354.285
"16779",186365063484.935
"16780",123751782564.424
"16799",12285677681.1616
"1681",1754050801021.45
"16846",886299716.500902
"16847",456940116346.153
"16850",88965087216.6115
"16851",153144784.037706
"16852",2774760815.04044
"16853",198469046682.349
"16854",22280652964.6281
"16855",197226979177.811
"16856",616455780737.836
"16857",63331478253.1853
"16858",150186533.284889
"16872",20936432209.208
"16873",1944200408.92831
"16874",48585859086.6021
"16875",3279908551.23469
"16887",537257326.826484
"16888",46849833420.7163
"16889",40381031465.1273
"16890",272010809938.634
"16892",1102195117297.18
"16893",82246536208.7521
"16894",174794951564.065
"16899",71603455123.4817
"16900",118619049925.78
"16971364",903113899.408688
"16971390",150699257.213195
"16971425",671588370.713292
"16971461",20683630.1332707
"16971489",282147070.382097
"16971518",1988843593.36916
"16971566",1988843593.36916
"16981",1317147161561.37
"17003",19097579773.399
"17004",43063292787.6714
"17035",2049647452481.16
"17036",3142157240995.82
"17037",1181968038409.83
"17168",10972630635887.7
"17173",215185973.097491
"17175",182992967400.347
"17176",181362688678.638
"17216",12498386824438.1
"17217",10601026637946.1
"17218",12629828573856.1
"17219",1553255299888.03
"17220",71787376173.1073
"17221",124063140777.629
"17222",1804432640.08725
"17223",42361050669.2139
"17224",130478736270.486
"17225",4834426449.93938
"17226",33728372191.8651
"17227",34812809277.7601
"17228",58907979978.7948
"17229",5305639278.06837
"17230",309678554726.07
"17231",83243935658.9844
"17232",1499342022863.53
"17314",10905311190423.4
"17315",4798140797.5661
"17316",5890487653982.08
"17317",11497401460226
"17320",3842252427963.03
"17321",277615884124.997
"17323",1243065587.82523
"17324",352717551891.355
"17326",344529746562.875
"17327",47225413.6749042
"17328",18907808492.1921
"17331",513196504923.981
"17332",2290092648156.21
"17334",201164870251.144
"17335",3655673460206.37
"17338",1579642389231.4
"17340",13867101852.6545
"17341",2655906165457.68
"17342",219247732609.189
"17343",696339787409.584
"17344",3707997290284.58
"17345",4013744139.88041
"17346",37527236504.9593
"17347",2684504.9243653
"17348",24587237064.8416
"17349",51700541926.2515
"17350",41880537.6532617
"17351",126420496690.399
"17353",1565038994058.76
"17355",398165058983.954
"17356",782192083345.849
"17358",126752943.017581
"17359",28175725023.438
"17360",2653163505416.76
"17361",2970229500738.16
"17362",3459620466963.9
"17364",640597800775.871
"17366",4264005661425.8
"17367",386354106635.091
"17368",7849685411612.3
"17369",14693098921.5094
"17370",189808929881.334
"17400",132569704.735909
"17401",101819050855.151
"17402",125096986782.94
"17460",10576599439.6944
"17474",30188899498.4339
"17481",28208761259.9293
"17487",300140500369.801
"17565",5807570762889.83
"17566",349895004028.977
"17567",6159441369790.19
"17568",71286948845.4073
"17571",1466979139011.18
"17572",1009827549594.58
"17574",769716344814.612
"17596",6533487936026.91
"17597",3049356402255.84
"17598",4596886833819.22
"17599",514936646561.275
"17600",1336202322488.14
"17601",35902513602.4334
"17602",3405064424.16315
"17618",796433155311.015
"17828",5291514358.21007
"17829",1377621944.99662
"17830",68826668504.6126
"17831",239457779.726344
"17877",26888310039.0908
"17878",102263734091.337
"17879",9683637064.08965
"17882",220673501.617206
"17883",151035630695.666
"17884",317142641698.425
"17885",117161339065.742
"1789",254433868824.52
"1790",4367598171086.91
"179234",230363062.854782
"1793",11817071133471.9
"1794",2924429886418.55
"17975",452717974873.038
"18",64739212.0057018
"1802",59473292648.1232
"1807",234087461463.686
"1808",177191578759.668
"18095",3803856976297
"18102",4229451699.70165
"18107",17101347.4332747
"18113",7809653696.82286
"18114",56002783608.7743
"18115",3744052128093.66
"18116",8768523844.07515
"18117",144160071732.529
"18118",1343908542.40157
"18119",14876300347.3088
"18120",612376972703.271
"18125",27043729935.0969
"18126",148546882001.28
"18127",312248789372.857
"18128",246304528120.101
"18129",289754716188.647
"18130",6004480273.5115
"18131",503494907440.215
"18132",60508915499.9222
"18134",160647489195.742
"18146",9502920534667.37
"18148",150962046127.487
"18149",2416028970528.63
"18150",235706237320.918
"18164",32246638336.0332
"18230",1076301040.95982
"18231",2394538330963.65
"18232",715733666772.446
"18245",402051938992.005
"18247",66369134464.0914
"18248",84829227577.8771
"18250",16691715576.7948
"18255",547819166320.486
"18256",3893262679.84969
"18257",498485239656.319
"18267",488353606.631937
"18272",70209403281.1634
"18275",1460844711164.88
"18276",32608231142.0759
"18277",1497170028021.2
"18278",36746112385.9161
"18279",3500125381203.01
"18280",65536942855.703
"18281",63989208085.3351
"18282",1029773277061.2
"18284",329800247505.393
"18287",300583948215.248
"18288",702152550149.143
"18289",1349088109163.37
"18291",390607118.152427
"18293",22757487894.7724
"18294",1703345296869.33
"18296",1498656175804.03
"18297",348118047770.097
"18298",414903903621.483
"18299",1935012331235.87
"18300",1677776521717.31
"18301",19256217808.6926
"18305",6663943404.68036
"18306",4129642986496.63
"18339",23671912405.0463
"18340",4618210906667.71
"18341",8029235887488.88
"18352",1721741025.99355
"18354",67832485024.966
"18355",30814266153.921
"18356",45278195545.6604
"18357",26066854153.2535
"18358",16421243926.2711
"18359",3073350034.98313
"18360",1692885883.48873
"18361",62300353.7979047
"18362",1530695842.37437
"18363",170594237286.155
"18364",127804531894.082
"18365",110133750974.187
"18372",5997315151802.89
"18385",315507134171.967
"18386",3388918628853.62
"18418",2313613925309.57
"18419",135259624298.089
"18447",3092032027.20175
"18492",18007812631.043
"18502",5210848896.26804
"18503",25738514217.0654
"18504",185300978706.501
"18505",197734762420.866
"18507",37928032881.8749
"18508",895813812.064428
"18509",3432761204.76433
"18535",64053629981.5819
"18549",92995378.4202403
"18550",16696341750.3876
"18552",89951884364.9079
"18553",51491414706.1951
"18554",26516215395.62
"18555",6939082065.71065
"18557",32075836336.2094
"18558",221496577358.735
"18559",35937006575.9813
"18561",1835569115839.33
"18562",5158687772928.34
"18563",65317283367.4617
"18565",337741326122.916
"18566",3846942821546.85
"18567",64548423736.9878
"18568",766537194133.577
"18570",1006949822384.66
"18571",404417544405.894
"18597",13994985688.9855
"18598",3116965449315.73
"18653",271017143965.601
"18654",118793760829.086
"18655",105812854.716568
"18656",8736503614.31368
"18657",5153554339.18409
"18658",628716025.241091
"1869",245471869999.828
"18701",168642956319.278
"18702",13737442435746.2
"18703",393205984655.492
"18705",3471859789805.05
"18706",3202565122687.66
"18707",119896668493.848
"18709",4748166265710.36
"18710",200546183747.529
"18711",6631559751977.53
"18713",75834563672.8315
"18714",158455861.340336
"18715",1427134855312.47
"18716",11333511138.374
"18719",22506982460.057
"18721",219525839982.611
"18722",2890665619.70397
"18723",577188525.114173
"18724",323703658.82498
"18725",4003761099214.93
"18726",3297525165.17042
"18727",222132823519.941
"18728",3886934.26303915
"18729",524209429945.404
"18731",48553284748.5265
"18732",265681962.491041
"18733",65888601726.9034
"18734",106826974665.276
"18735",619521293734.49
"18736",12629986111.8389
"18737",1025735438.52856
"18739",31588240744.2181
"18740",7219394004.18197
"18741",346300095.0312
"18742",672546212681.254
"18743",4413638613.34482
"18744",511707170.794724
"18745",26749184832.2861
"18746",18361157197.2759
"18747",25277049662.019
"18750",2597564380.27862
"18751",249322563933.926
"18752",71810163.9935578
"18753",57993958675.6372
"18754",30622523557.5141
"18755",110931389.438466
"18756",185368314810.847
"18757",20148238213.6409
"18758",3033575195564.28
"18759",2730910088.77769
"18760",3657496193.3134
"18762",26749127552.786
"18764",57841284811.9332
"18765",180989330.283802
"18766",1940626001978.04
"18767",16532637286.4684
"18768",908531450.00619
"18769",13702956602.7768
"18773",1204593170.9831
"18847",130792064254.365
"18848",166426174974.27
"18868",22660248130350.5
"1888",11531274744762.3
"18880",2971080651.6062
"1890",720401612572.801
"1891",1798566218735.1
"1892",6066721939673.64
"1894",12707059532.6052
"18942",926949308343.665
"18943",3430875755704.72
"18944",103074008707.259
"18945",2957165719923.16
"1896",48562597874.764
"1897",536889579054.212
"1898",804373763156.534
"1899",8904772413030.55
"1900",347630589063.924
"1901",112755032336.439
"1902",33914896749.084
"1903",368742872132.294
"1904",5002127465487.75
"1905",7246038995806.33
"1906",783330335910.119
"1907",110824156071.59
"1910",11591318419.9977
"1911",4399293483.46999
"1912",94959732182.7173
"1913",7898757638.78074
"1914",61956393856.3557
"1915",47774032004.5247
"1916",951477061.058665
"1917",571340255.324826
"19306",160973791424.352
"19307",2462567731687.91
"19308",4047878955364.09
"19318",3283060431.60298
"19319",396302144.090988
"19320",399964941.142522
"19321",124978866414.733
"19322",2183638373643.88
"19323",709869116.180374
"19324",2674204819.19717
"19325",1123801454.95862
"19326",86055590464.1976
"19327",4062507982.01925
"19328",399964941.142522
"19329",241325765077.084
"1933",48155327.4876945
"19330",4966662487236.04
"19331",17400277605.9929
"19333",486689491925.536
"19334",748498366.119874
"19335",168758238601.931
"19336",650572001.777284
"19337",5155669558.3091
"19338",2348927586.32356
"19339",455338665.435946
"19340",365095838266.365
"19341",2038642088604.04
"19342",6004261157.192
"19343",260764539041.386
"19345",93655513931.6489
"19346",5016035372.06069
"19347",159211626.647919
"19348",345896931.850643
"19349",51171652393.6326
"19350",22281507824.0637
"19352",3665292885950.36
"19353",19191485730921.2
"19354",34947820268.1699
"19355",6032165364.09317
"19356",1092555735.64095
"19357",2348927586.32356
"19358",310739948841.688
"19359",55873444.6014526
"19360",28316841869554.8
"19361",1747879174136.64
"19362",1831204915.07361
"19363",258375978343.383
"19364",234808036425.314
"19365",261766267.539472
"19366",9717400029035.54
"19367",381320031.35321
"19368",1495112482538.4
"19369",762535618688.314
"19370",1957430214519.81
"19371",2155750144389.03
"19372",15866833722.8771
"19376",1335699565166.81
"19377",2557025456080.27
"19378",355292136820.054
"19381",31799488834.56
"19390",4764551855867.61
"19391",1044828941985.17
"19392",5901393232282.88
"19399",1191445428700.19
"19401",971652354.501402
"19402",20841434857.0303
"19403",51583308562.6884
"19404",53802406852.1143
"19405",12286379715.1208
"19406",43587412741.5801
"19407",2632629722720.9
"19408",325050230288.821
"19409",8316995937.57655
"19410",5116788755953.31
"19411",540022717770.123
"19412",77649984186.0457
"19413",1846897398836.49
"19414",236339841.020373
"19415",1719802410.51539
"19416",488275018.314581
"19417",328552258277.016
"19418",13659636147.0159
"19419",211192084055.048
"19436",3275619876890.6
"19454",119221132501.199
"19474",732598545460.939
"19484",90199857.7181975
"19485",12331440021.1019
"19486",24193656043.6065
"19487",5344814736.89516
"19495",246042298.264833
"19496",3285851762.74107
"19515",3410469758161.88
"19516",2992575036921.5
"19517",9747310441631.69
"19518",6258780860538.47
"19519",1977533951196.07
"19520",1077274569613.02
"19521",312018959.751934
"19522",5505761924391.53
"19523",2858812849902.86
"19525",352720811365.115
"19526",924906686302.302
"19527",743699489527.292
"195277",5455966055.43081
"19528",5696461340.62062
"19529",242616926578.789
"19530",308233828388.377
"19531",3660087245607.36
"19532",426055556502.923
"19533",3077320275.49149
"19535",161673082404.083
"19537",158200093365.008
"19538",1704313391758.51
"19539",711905590745.251
"19541",8362979953214.32
"19542",180710347473.901
"19545",137806442283.055
"19546",12121963633795.5
"19547",3509104566114.89
"19548",6782397628825.28
"19549",8188631079.74895
"19550",2338402388383.2
"19551",1538877153046.88
"19552",652656746368.228
"19553",876538651171.24
"19554",94801892.510477
"19556",1538190419.59523
"19557",135467808.728846
"19558",421957774288.581
"19559",3176330249667.28
"19560",247505546794.321
"19561",3928035172714.68
"19562",52810670891.7665
